zona,m2,recamaras,banos,estacionamientos,precio_venta_mxn,renta_mensual_mxn,antiguedad_anios,vacancia_pct,riesgo_zona
Juriquilla,99.7,3,2,2,3418000,19200,3,4.8,2
Mileno III,84.7,3,2,2,2258000,12400,12,5.1,3
Corregidora,67.8,3,2,2,1869000,9100,7,2.7,3
Centro,93.3,1,1,1,2311000,12400,29,4.9,4
Mileno III,94.6,3,2,1,2856000,16000,9,5.7,3
Mileno III,57.7,3,2,1,1233000,7500,5,7.1,3
Cumbres del Lago,154.8,4,3,1,4949000,32000,1,2.5,2
Corregidora,115.3,2,2,1,2887000,16000,13,2.4,3
Jurica,86.5,3,3,1,4060000,24400,12,2.5,2
Centro,83.2,3,1,2,2232000,13100,19,7.8,4
Corregidora,114.1,2,2,1,2753000,17800,8,7.8,3
Juriquilla,122.6,2,2,2,3221000,15600,3,4.6,2
Mileno III,138.7,3,2,1,4069000,23400,7,3.1,3
Jurica,129.8,4,3,1,4626000,26300,10,2.8,2
Mileno III,98.2,3,2,2,2398000,13200,4,6.9,3
Juriquilla,157.6,3,2,2,3754000,22400,6,3.6,2
Cumbres del Lago,93.4,3,3,1,3309000,15900,5,3.0,2
El Refugio,101.4,2,2,2,3103000,17500,6,3.7,3
El Refugio,139.7,3,2,1,4264000,26900,4,6.6,3
Mileno III,148.6,3,2,2,4042000,23900,12,7.6,3
Cumbres del Lago,127.3,4,3,2,5312000,24400,3,2.3,2
Centro,122.7,1,1,2,3184000,17500,11,2.9,4
Centro,120.5,3,1,1,2645000,14900,20,3.1,4
Jurica,104.0,4,3,2,6212000,34000,19,4.4,2
Cumbres del Lago,112.6,4,3,2,4573000,28200,8,2.9,2
Centro,139.7,1,1,1,2401000,11100,15,2.8,4
Jurica,115.3,4,3,2,6553000,30400,15,5.6,2
Cumbres del Lago,84.5,4,3,1,3026000,16800,6,3.8,2
Cumbres del Lago,140.6,3,3,2,6044000,33000,4,2.2,2
Cumbres del Lago,129.9,3,3,1,4348000,22400,2,3.7,2
Juriquilla,127.3,2,2,2,3464000,20200,4,3.8,2
Jurica,171.5,4,3,2,6966000,39600,10,5.4,2
Jurica,128.3,3,3,2,6435000,29900,11,5.7,2
Jurica,121.7,3,3,1,6952000,41700,8,2.5,2
El Refugio,110.5,3,2,2,2412000,14900,3,3.0,3
Corregidora,109.3,2,2,1,3057000,17600,13,7.1,3
Mileno III,108.8,3,2,2,2669000,17000,5,3.0,3
El Refugio,100.9,3,2,2,2756000,15300,9,4.7,3
Juriquilla,75.5,2,2,1,2266000,12600,6,4.0,2
Zibatá,129.9,3,2,2,5685000,35000,0,2.6,1
Corregidora,115.2,2,2,1,3497000,19300,15,2.7,3
Juriquilla,128.1,3,2,2,3423000,20800,5,4.8,2
Centro,163.8,2,1,2,2477000,14200,30,2.7,4
Mileno III,86.9,3,2,2,2172000,10300,12,2.3,3
Zibatá,100.1,2,2,2,4222000,19100,3,2.3,1
Centro,120.1,2,1,2,3442000,22300,11,7.6,4
Juriquilla,102.4,2,2,1,3092000,15600,2,2.1,2
Jurica,79.0,4,3,1,3601000,19500,15,2.3,2
Corregidora,91.5,2,2,1,2692000,15900,12,4.1,3
El Refugio,79.5,3,2,2,2004000,12600,10,5.9,3
Juriquilla,105.9,2,2,1,2922000,14300,5,4.4,2
Jurica,82.5,3,3,2,4687000,25700,19,4.9,2
Centro,105.7,1,1,2,2836000,14000,11,7.0,4
El Refugio,84.2,3,2,1,2287000,12900,3,2.5,3
El Refugio,110.5,2,2,2,3526000,21400,6,5.5,3
El Refugio,98.0,2,2,2,2043000,11100,4,6.7,3
Cumbres del Lago,124.3,4,3,2,5077000,28900,1,3.1,2
Mileno III,121.6,2,2,1,2490000,14800,11,6.6,3
Cumbres del Lago,98.2,4,3,2,4501000,25800,4,3.0,2
Juriquilla,98.9,2,2,1,3154000,19200,2,3.7,2
Juriquilla,87.6,3,2,1,2936000,17400,6,2.0,2
Jurica,88.2,4,3,1,3744000,18900,12,4.5,2
Jurica,122.8,3,3,2,6121000,33900,13,4.5,2
Mileno III,117.4,2,2,2,3952000,18900,12,2.2,3
Juriquilla,78.5,3,2,1,1869000,10000,3,2.8,2
Centro,118.7,2,1,1,3053000,16600,12,7.0,4
Jurica,139.5,3,3,1,7059000,34800,19,5.9,2
Mileno III,86.9,2,2,2,1981000,12300,11,7.7,3
Corregidora,122.9,3,2,1,3748000,22700,12,5.4,3
El Refugio,97.2,2,2,1,2322000,13700,8,6.1,3
El Refugio,165.2,2,2,3,5245000,26400,5,5.2,3
Jurica,123.4,3,3,1,4821000,21800,16,5.0,2
Centro,105.2,1,1,1,2242000,12000,23,9.3,4
Mileno III,123.8,2,2,2,2777000,17400,10,7.6,3
Jurica,85.6,3,3,2,3060000,17300,7,4.1,2
Centro,152.2,1,1,3,3862000,23400,27,6.9,4
Jurica,125.7,3,3,2,4905000,28900,16,5.1,2
Centro,133.7,1,1,1,2796000,15200,28,6.8,4
Juriquilla,72.9,2,2,1,2484000,15100,4,3.6,2
El Refugio,111.9,3,2,2,2342000,13500,9,4.5,3
Mileno III,73.2,3,2,1,1722000,7700,8,6.4,3
El Refugio,108.1,3,2,2,2249000,12700,8,2.2,3
Mileno III,88.2,3,2,2,2008000,9400,6,2.1,3
Cumbres del Lago,91.6,4,3,1,4142000,24700,5,4.0,2
Corregidora,150.6,3,2,2,4016000,20700,5,3.5,3
El Refugio,114.7,3,2,2,2887000,15000,5,3.6,3
Centro,161.5,1,1,1,4240000,22000,17,4.7,4
Juriquilla,90.3,2,2,2,2890000,17100,5,3.6,2
Zibatá,121.5,3,2,2,3999000,25900,4,2.3,1
Zibatá,76.6,2,2,1,3235000,16200,0,4.0,1
Cumbres del Lago,111.2,4,3,2,4622000,25800,8,2.9,2
El Refugio,86.6,2,2,2,2267000,12500,4,4.4,3
Mileno III,45.0,3,2,1,1131000,5300,11,2.7,3
El Refugio,147.1,3,2,3,4318000,19800,8,6.7,3
Mileno III,151.0,2,2,1,3448000,19900,9,6.4,3
Mileno III,144.3,2,2,3,3564000,18900,4,5.4,3
Corregidora,147.7,2,2,3,3212000,19000,12,7.2,3
Zibatá,140.1,3,2,3,5432000,30800,5,2.2,1
Corregidora,108.8,3,2,1,2406000,12400,7,6.1,3
Mileno III,118.8,2,2,2,2264000,13700,6,4.5,3
Juriquilla,97.3,3,2,2,2659000,12700,8,4.2,2
Cumbres del Lago,110.9,4,3,2,5001000,27900,6,2.7,2
El Refugio,157.6,3,2,1,4545000,21900,3,2.3,3
Cumbres del Lago,161.5,3,3,3,5799000,35100,4,4.5,2
Cumbres del Lago,135.1,4,3,2,5302000,24300,8,4.2,2
Corregidora,83.4,3,2,1,2586000,13200,13,6.6,3
Zibatá,52.3,2,2,2,1480000,7100,1,2.7,1
Mileno III,99.6,2,2,1,2811000,17100,6,3.9,3
Juriquilla,172.0,3,2,3,6671000,42800,2,4.1,2
El Refugio,158.9,3,2,1,4289000,25000,3,5.6,3
Juriquilla,132.0,3,2,2,3248000,19800,1,4.9,2
Juriquilla,104.0,3,2,1,3635000,21400,1,2.7,2
Mileno III,67.8,3,2,1,1405000,7400,8,5.1,3
El Refugio,156.3,3,2,3,4666000,21000,6,3.4,3
Jurica,126.1,4,3,1,4975000,23500,10,5.2,2
Jurica,45.0,3,3,2,2059000,9300,14,2.4,2
Juriquilla,80.5,3,2,2,2078000,9500,4,2.0,2
Jurica,67.8,4,3,2,3165000,16000,14,5.6,2
Corregidora,85.7,3,2,2,2458000,15000,10,5.2,3
Centro,144.0,1,1,3,2420000,13400,23,6.7,4
Cumbres del Lago,110.8,4,3,2,3956000,22100,3,4.6,2
Corregidora,149.2,3,2,3,3174000,19800,15,6.5,3
Cumbres del Lago,124.9,3,3,2,3927000,20600,5,2.8,2
Mileno III,91.9,3,2,1,2045000,12100,6,4.3,3
Jurica,101.4,4,3,1,4521000,26700,10,4.2,2
Centro,101.2,3,1,1,3141000,20100,28,6.8,4
El Refugio,121.9,2,2,1,3736000,17600,8,3.1,3
Corregidora,115.9,2,2,2,3173000,18900,4,5.0,3
Jurica,88.6,4,3,1,3708000,17800,18,5.7,2
Jurica,149.0,3,3,2,8434000,44200,10,5.7,2
Jurica,144.3,4,3,2,6500000,41900,15,4.0,2
Cumbres del Lago,133.2,3,3,1,6544000,40000,4,2.6,2
El Refugio,134.6,2,2,2,4392000,21400,4,6.5,3
El Refugio,111.2,3,2,1,3133000,17900,5,6.1,3
El Refugio,122.9,2,2,1,2987000,15200,6,6.5,3
Cumbres del Lago,84.5,4,3,2,3673000,19400,4,3.3,2
Juriquilla,115.0,3,2,2,3308000,17800,2,4.8,2
El Refugio,118.2,2,2,1,2624000,14000,3,2.7,3
El Refugio,149.3,3,2,2,4691000,27300,5,6.1,3
Mileno III,95.2,3,2,2,2504000,14000,7,4.0,3
Juriquilla,108.1,3,2,1,3187000,15600,6,3.8,2
Zibatá,111.0,2,2,2,3473000,18600,6,3.5,1
Mileno III,128.2,2,2,1,3098000,17500,6,2.5,3
Cumbres del Lago,88.6,4,3,1,4070000,26400,3,3.5,2
El Refugio,114.4,2,2,1,2636000,16700,6,2.5,3
Corregidora,120.1,2,2,1,2581000,14600,13,3.8,3
Centro,103.0,1,1,1,2529000,11500,11,7.5,4
Corregidora,99.4,2,2,2,3347000,19900,4,7.4,3
Mileno III,150.7,2,2,3,4341000,21400,8,4.7,3
Cumbres del Lago,113.2,4,3,2,4362000,24400,2,3.7,2
El Refugio,65.6,3,2,2,1634000,10600,8,4.0,3
Cumbres del Lago,108.2,3,3,1,5264000,27900,4,2.5,2
Cumbres del Lago,103.7,4,3,1,3892000,20700,3,3.0,2
Jurica,206.0,3,3,1,10323000,47600,15,2.1,2
El Refugio,83.3,3,2,1,2787000,14500,3,4.2,3
Cumbres del Lago,121.4,3,3,1,5203000,26100,2,2.6,2
Mileno III,102.9,3,2,2,2027000,12500,12,7.0,3
Zibatá,89.5,2,2,1,3277000,20400,4,3.6,1
El Refugio,138.5,2,2,1,3309000,20300,7,3.5,3
Mileno III,78.8,3,2,2,2081000,12300,9,6.5,3
El Refugio,112.2,2,2,2,2371000,13400,8,2.6,3
Zibatá,101.8,3,2,1,2989000,19000,1,3.4,1
Centro,132.8,3,1,2,2323000,12300,12,9.1,4
Cumbres del Lago,102.8,4,3,1,3614000,16900,5,2.5,2
El Refugio,85.0,3,2,2,2633000,14200,3,2.3,3
Jurica,132.3,4,3,2,7225000,44200,14,3.1,2
Mileno III,51.5,2,2,2,1210000,7000,12,6.9,3
Cumbres del Lago,87.8,3,3,1,3464000,16000,6,3.2,2
Juriquilla,84.8,2,2,1,2118000,9700,7,4.2,2
Juriquilla,87.9,2,2,2,3262000,14800,1,4.6,2
Centro,103.4,3,1,1,2923000,17000,14,5.0,4
Juriquilla,106.2,3,2,1,3391000,17900,2,4.9,2
Centro,103.8,3,1,2,2554000,11900,19,7.7,4
Centro,98.3,2,1,1,1787000,10800,12,7.4,4
El Refugio,128.4,3,2,2,4098000,23400,9,4.4,3
Zibatá,53.3,3,2,2,1873000,8600,3,3.5,1
Juriquilla,95.5,2,2,2,3059000,13900,2,4.0,2
Cumbres del Lago,95.4,3,3,2,4368000,27400,4,4.5,2
El Refugio,100.8,2,2,1,2596000,11800,3,2.4,3
Centro,120.2,3,1,1,3146000,15200,19,2.8,4
Centro,56.7,2,1,2,1620000,9300,16,4.4,4
Cumbres del Lago,110.8,4,3,2,4891000,23400,8,3.5,2
El Refugio,108.6,3,2,2,3528000,19400,3,3.1,3
Mileno III,106.7,3,2,2,2386000,12600,5,5.4,3
Corregidora,114.6,3,2,1,2424000,12600,13,2.6,3
Centro,130.2,2,1,1,3353000,20300,11,6.8,4
Corregidora,128.3,2,2,1,3685000,19400,14,3.3,3
El Refugio,145.5,3,2,2,3721000,20100,3,5.5,3
Mileno III,124.3,3,2,1,3907000,20700,11,7.2,3
Zibatá,131.3,2,2,1,5497000,26900,6,4.0,1
Zibatá,63.3,3,2,2,1680000,10200,0,2.5,1
Centro,144.0,1,1,3,2734000,13400,13,9.4,4
Mileno III,72.7,3,2,1,2054000,11100,9,2.9,3
Zibatá,80.5,3,2,2,3510000,17000,5,2.7,1
Zibatá,116.6,3,2,1,4438000,23200,3,3.8,1
El Refugio,112.6,2,2,1,3094000,19200,9,5.1,3
Zibatá,115.1,2,2,1,4464000,27700,0,3.2,1
Corregidora,89.2,3,2,2,2463000,12500,13,5.9,3
Juriquilla,106.5,3,2,2,3821000,19000,8,4.7,2
Mileno III,124.3,3,2,1,2961000,19100,12,5.7,3
Zibatá,143.4,3,2,1,4804000,29400,6,2.8,1
Juriquilla,76.1,3,2,2,2785000,15200,3,3.4,2
Centro,103.8,1,1,2,1812000,11700,12,3.5,4
Cumbres del Lago,58.0,4,3,2,2166000,10000,2,4.5,2
Corregidora,131.4,2,2,2,3779000,18300,13,3.6,3
Cumbres del Lago,84.1,3,3,2,3663000,18400,6,2.5,2
Jurica,94.0,3,3,1,4255000,20400,14,2.2,2
Jurica,127.8,3,3,1,7386000,35300,9,4.9,2
Centro,114.4,2,1,1,3040000,15700,14,6.4,4
Juriquilla,92.2,2,2,1,3129000,19900,4,4.2,2
Jurica,103.6,4,3,1,6721000,40700,18,5.9,2
Juriquilla,100.3,2,2,2,3500000,19500,8,4.8,2
Centro,132.6,1,1,1,2594000,14700,29,5.2,4
Centro,126.1,3,1,2,3277000,17600,10,2.7,4
Centro,130.7,1,1,2,2950000,16400,14,2.7,4
Centro,45.0,1,1,1,832000,4100,24,7.6,4
Centro,81.7,1,1,2,2219000,12300,24,4.9,4
Cumbres del Lago,146.9,4,3,3,5979000,32200,8,3.4,2
El Refugio,99.0,3,2,1,3025000,18900,4,4.6,3
Mileno III,47.5,3,2,1,1201000,5400,12,3.6,3
El Refugio,130.7,3,2,2,3546000,17400,9,3.6,3
Zibatá,81.7,2,2,2,3401000,20200,6,2.3,1
Zibatá,99.7,2,2,2,2562000,14200,3,2.7,1
Jurica,107.8,3,3,2,4208000,23400,10,5.1,2
Zibatá,54.3,2,2,2,1408000,8200,4,3.8,1
Mileno III,56.6,2,2,2,1175000,5400,6,2.6,3
El Refugio,106.9,3,2,2,2972000,13800,9,5.9,3
Juriquilla,83.6,3,2,2,2783000,15400,5,3.7,2
Centro,87.0,1,1,1,2291000,11400,13,2.0,4
El Refugio,96.4,3,2,2,2176000,11700,5,4.8,3
El Refugio,100.5,2,2,2,2506000,13900,2,2.9,3
Jurica,71.3,3,3,1,3184000,15000,10,2.8,2
Centro,161.3,2,1,3,4360000,26400,20,7.9,4
Cumbres del Lago,49.6,3,3,1,2554000,12000,7,3.5,2
Cumbres del Lago,79.2,4,3,2,3315000,18000,6,2.0,2
Mileno III,87.5,3,2,1,2051000,9500,12,4.3,3
Juriquilla,127.5,3,2,2,3818000,19700,5,4.1,2
Centro,134.0,1,1,2,3189000,18000,16,8.2,4
El Refugio,45.0,2,2,1,1105000,6500,4,2.0,3
El Refugio,108.6,2,2,1,2677000,15300,9,2.8,3
Jurica,64.9,4,3,2,3902000,21300,12,3.2,2
Cumbres del Lago,48.9,4,3,2,1927000,10000,3,3.6,2
Zibatá,124.2,2,2,2,4814000,25700,0,3.3,1
Juriquilla,95.4,2,2,1,2599000,13800,8,2.1,2
Corregidora,75.2,3,2,1,2172000,11500,10,5.7,3
Mileno III,129.7,2,2,1,3091000,15700,9,6.5,3
El Refugio,99.5,3,2,2,3539000,22600,9,5.4,3
Centro,130.1,2,1,2,3879000,20900,11,8.1,4
Jurica,70.5,4,3,1,4220000,20800,12,3.5,2
Zibatá,136.2,2,2,2,3912000,22100,4,2.8,1
Juriquilla,104.1,2,2,1,2831000,15200,2,2.9,2
Zibatá,171.7,3,2,1,4325000,19900,3,3.0,1
Zibatá,117.8,3,2,2,4728000,24800,1,3.7,1
Zibatá,94.8,3,2,1,3014000,18100,2,4.0,1
El Refugio,115.9,3,2,1,3400000,18900,7,2.0,3
Jurica,76.4,4,3,2,3513000,17200,11,4.8,2
Corregidora,113.4,3,2,2,3319000,17100,10,4.3,3
El Refugio,86.7,3,2,2,2421000,15000,2,5.2,3
Mileno III,107.8,3,2,2,2503000,16200,12,3.2,3
Centro,58.6,3,1,1,1361000,8100,16,9.4,4
Juriquilla,59.9,3,2,1,2091000,9900,6,4.3,2
Cumbres del Lago,129.5,3,3,1,5604000,36300,2,3.1,2
Mileno III,131.0,3,2,1,3602000,20400,5,2.6,3
Mileno III,153.5,2,2,1,3131000,15900,7,7.9,3
Jurica,116.2,4,3,1,5095000,26600,10,3.8,2
Cumbres del Lago,133.8,4,3,2,4345000,24500,1,4.2,2
Mileno III,63.1,2,2,2,1440000,9300,10,4.1,3
Mileno III,77.4,2,2,2,2320000,10400,8,5.8,3
Juriquilla,69.6,2,2,2,2077000,11600,4,2.8,2
Corregidora,127.2,2,2,2,3620000,16900,11,6.3,3
Cumbres del Lago,136.7,4,3,2,6377000,32600,3,2.5,2
Mileno III,83.8,3,2,2,2402000,15400,11,3.7,3
Mileno III,114.0,3,2,2,3224000,14900,10,3.8,3
Mileno III,107.0,3,2,1,2163000,13700,4,6.6,3
Zibatá,147.1,2,2,3,3918000,20200,6,3.4,1
Cumbres del Lago,117.8,3,3,2,4556000,23400,3,2.4,2
Juriquilla,74.1,3,2,1,2652000,12400,4,4.2,2
Juriquilla,81.5,2,2,1,2500000,14400,5,4.7,2
El Refugio,91.5,2,2,2,1922000,10400,2,3.7,3
Jurica,139.1,3,3,2,7519000,46100,19,4.2,2
Juriquilla,106.3,3,2,2,2915000,15900,1,3.9,2
Jurica,115.7,4,3,1,4530000,29300,20,3.0,2
Juriquilla,157.1,2,2,3,5090000,31100,7,3.7,2
Corregidora,110.3,2,2,1,3167000,16500,10,8.0,3
Corregidora,95.7,3,2,2,2945000,18800,5,5.9,3
Jurica,83.0,3,3,1,4284000,22600,8,2.7,2
Cumbres del Lago,78.4,4,3,1,3662000,19200,7,3.0,2
Corregidora,98.6,3,2,1,1887000,10200,10,2.2,3
Centro,132.5,2,1,1,2638000,13800,26,3.2,4
Juriquilla,160.9,2,2,2,4988000,31000,7,2.6,2
Juriquilla,113.3,3,2,2,4286000,21800,1,3.9,2
El Refugio,86.9,2,2,2,2269000,11300,2,2.7,3
Centro,97.4,3,1,1,2421000,15200,18,9.3,4
Juriquilla,113.0,3,2,2,3949000,25100,4,2.4,2
Centro,113.2,2,1,1,2526000,11500,21,2.6,4
Corregidora,86.6,2,2,2,2295000,10400,7,6.7,3
Jurica,119.1,4,3,1,7318000,33700,12,4.4,2
Juriquilla,131.1,3,2,2,4258000,20300,7,4.1,2
Juriquilla,119.1,2,2,2,3529000,20300,1,3.5,2
Centro,95.5,3,1,2,1566000,9600,19,2.2,4
El Refugio,73.5,3,2,2,1613000,7500,7,5.7,3
Cumbres del Lago,143.7,3,3,2,5831000,32100,2,4.8,2
Centro,124.2,2,1,2,3549000,21200,16,3.6,4
Cumbres del Lago,134.5,4,3,1,6231000,34000,7,2.7,2
Jurica,151.0,3,3,1,6713000,35900,10,2.9,2
Cumbres del Lago,129.9,3,3,2,6224000,39400,2,3.9,2
Mileno III,96.7,3,2,1,2749000,17400,5,3.1,3
Juriquilla,151.8,2,2,1,5608000,26100,3,4.4,2
Cumbres del Lago,115.3,3,3,2,5001000,28000,6,3.6,2
Jurica,124.7,3,3,2,5459000,34200,16,3.8,2
Cumbres del Lago,156.8,4,3,1,6594000,31500,5,2.7,2
Juriquilla,147.1,2,2,1,5084000,28400,3,3.4,2
Juriquilla,132.8,3,2,1,4589000,27600,7,3.3,2
Juriquilla,115.1,3,2,2,3287000,21000,7,3.3,2
Mileno III,129.3,2,2,1,3348000,17000,8,5.7,3
El Refugio,158.3,3,2,3,5107000,28100,3,6.9,3
Corregidora,122.2,3,2,2,2900000,14000,5,6.5,3
Zibatá,121.8,3,2,2,5320000,25100,6,2.5,1
Jurica,82.1,3,3,1,3904000,18600,15,2.4,2
Cumbres del Lago,122.9,3,3,2,4907000,31200,6,2.2,2
Cumbres del Lago,93.7,3,3,2,3489000,17500,3,2.6,2
Centro,157.8,3,1,1,2564000,11700,19,2.5,4
Zibatá,138.1,3,2,1,5297000,28900,1,3.6,1
Jurica,75.1,3,3,1,4135000,23200,19,3.7,2
Cumbres del Lago,91.7,3,3,2,4104000,25000,7,2.8,2
Cumbres del Lago,108.7,3,3,2,4454000,20400,7,3.0,2
Juriquilla,124.8,2,2,1,4654000,29500,5,3.2,2
El Refugio,151.1,2,2,1,3932000,22800,3,5.5,3
El Refugio,102.9,2,2,1,2979000,14900,10,2.3,3
Zibatá,109.9,2,2,1,3279000,20600,1,2.1,1
Corregidora,111.3,2,2,1,3283000,18900,10,2.7,3
Mileno III,87.7,2,2,1,2748000,16700,7,3.6,3
Juriquilla,144.5,2,2,3,3952000,20800,3,2.3,2
Zibatá,45.0,3,2,2,1726000,10900,5,2.7,1
Corregidora,112.9,2,2,2,2586000,13000,8,4.2,3
Mileno III,106.6,2,2,2,2288000,10700,5,3.7,3
Juriquilla,92.6,2,2,1,2234000,14100,6,4.7,2
Centro,102.7,3,1,2,2681000,13400,15,9.8,4
El Refugio,107.5,2,2,2,2575000,13500,3,5.4,3
Jurica,147.3,4,3,1,8017000,38900,12,3.9,2
Cumbres del Lago,154.6,3,3,1,5882000,32400,6,2.1,2
Zibatá,144.0,2,2,3,4097000,20400,1,2.3,1
Centro,105.7,2,1,1,2149000,13700,11,8.4,4
Juriquilla,110.2,3,2,1,4127000,20700,7,3.4,2
El Refugio,133.0,2,2,1,3553000,21100,9,3.4,3
El Refugio,135.0,3,2,2,3039000,16100,9,5.3,3
Cumbres del Lago,88.1,3,3,1,3071000,19300,6,3.8,2
Mileno III,108.3,2,2,1,2424000,13400,4,4.8,3
Cumbres del Lago,98.8,3,3,2,3394000,19900,7,2.5,2
Corregidora,95.4,3,2,1,2477000,12000,6,6.3,3
Mileno III,100.2,3,2,1,2202000,12300,9,7.9,3
Cumbres del Lago,97.0,3,3,2,3609000,20300,2,2.1,2
Corregidora,73.5,3,2,2,1954000,10600,8,6.9,3
Juriquilla,86.9,3,2,1,3062000,17200,7,3.6,2
Mileno III,98.5,2,2,2,2439000,13000,11,3.2,3
Jurica,119.7,3,3,1,6649000,39400,20,3.4,2
Juriquilla,156.8,3,2,3,4390000,19900,8,3.0,2
Mileno III,101.6,2,2,1,2882000,15400,5,2.5,3
El Refugio,136.4,3,2,2,3274000,17300,7,4.4,3
El Refugio,81.3,2,2,2,2600000,14400,4,2.3,3
Corregidora,106.7,2,2,2,2376000,14600,5,6.6,3
Juriquilla,184.3,2,2,3,5537000,26200,3,2.8,2
Jurica,160.0,3,3,2,6803000,41200,20,5.0,2
Juriquilla,83.5,2,2,1,2751000,17800,1,3.6,2
Corregidora,140.6,3,2,1,4771000,30500,6,7.1,3
Corregidora,99.3,2,2,1,2712000,13800,12,5.1,3
Mileno III,103.7,2,2,1,2445000,11400,5,2.7,3
Jurica,125.9,3,3,1,5930000,27400,14,2.1,2
Juriquilla,84.4,2,2,2,1898000,11300,6,3.3,2
Cumbres del Lago,75.4,4,3,1,3414000,19400,5,2.9,2
Cumbres del Lago,129.9,3,3,1,6570000,38200,1,2.4,2
Mileno III,89.6,2,2,1,2142000,11600,10,7.4,3
Juriquilla,92.1,3,2,1,2711000,13900,8,2.8,2
Juriquilla,163.7,3,2,2,5620000,25400,5,3.4,2
El Refugio,115.2,2,2,1,2452000,14000,5,4.6,3
Juriquilla,93.8,2,2,2,2511000,11300,3,3.5,2
Corregidora,126.5,2,2,2,3731000,18200,7,7.8,3
El Refugio,110.5,3,2,1,2706000,13000,5,3.8,3
Corregidora,127.9,2,2,2,2742000,17400,12,4.7,3
Jurica,145.1,4,3,3,6200000,28400,10,5.3,2
El Refugio,136.4,2,2,2,3526000,20800,4,4.6,3
Cumbres del Lago,124.8,3,3,1,3772000,19700,8,2.0,2
Mileno III,124.5,2,2,2,3942000,20600,11,5.4,3
Centro,121.2,2,1,1,3691000,17900,18,7.1,4
Juriquilla,137.7,2,2,1,4798000,22700,8,4.0,2
Mileno III,100.0,2,2,1,2862000,14200,4,3.3,3
Juriquilla,120.1,2,2,1,3210000,16900,5,4.4,2
Cumbres del Lago,113.0,4,3,2,4913000,27800,4,2.3,2
El Refugio,114.0,3,2,2,3117000,15400,6,3.4,3
Jurica,147.1,3,3,3,8335000,47200,7,3.3,2
Centro,85.4,2,1,2,2025000,11400,13,8.9,4
Corregidora,75.9,3,2,1,1885000,12000,7,8.0,3
Mileno III,72.1,3,2,2,2356000,13000,9,3.7,3
Zibatá,111.2,3,2,2,3736000,17100,6,2.3,1
Cumbres del Lago,107.6,3,3,2,4086000,24300,1,4.2,2
Mileno III,50.1,2,2,2,1446000,6800,7,5.8,3
Corregidora,144.3,3,2,3,3433000,16500,10,5.6,3
Centro,124.5,2,1,2,2508000,12900,24,5.3,4
Cumbres del Lago,99.7,3,3,2,3065000,17400,3,2.8,2
El Refugio,109.5,3,2,1,3671000,22800,8,3.8,3
Zibatá,115.3,3,2,1,3817000,22700,1,2.6,1
Corregidora,132.0,3,2,2,3488000,19200,14,8.0,3
El Refugio,90.8,3,2,2,2652000,12300,7,6.6,3
Jurica,100.6,4,3,1,4930000,25300,5,4.6,2
El Refugio,81.8,2,2,2,2218000,10100,2,6.2,3
Corregidora,91.9,3,2,2,2162000,10600,7,7.1,3
Juriquilla,167.7,3,2,1,4712000,30200,5,4.5,2
Mileno III,85.1,3,2,1,2136000,11700,12,3.2,3
Centro,117.6,3,1,2,3653000,22900,13,3.7,4
Cumbres del Lago,101.9,4,3,2,4130000,22600,7,3.7,2
Jurica,102.6,4,3,1,4661000,29300,9,4.4,2
Jurica,81.2,4,3,1,4345000,26600,7,3.8,2
Centro,116.8,3,1,1,2296000,12900,15,8.8,4
Corregidora,147.9,2,2,3,3676000,18000,6,7.7,3
Jurica,147.9,4,3,3,8280000,50700,10,3.4,2
Corregidora,87.5,2,2,2,1911000,8800,10,7.5,3
Mileno III,115.7,3,2,2,2610000,11800,5,4.9,3
Corregidora,108.6,2,2,1,2945000,13500,10,7.5,3
Centro,101.3,2,1,2,1942000,10800,22,8.2,4
Corregidora,113.3,2,2,1,2738000,15800,11,5.1,3
Mileno III,130.4,2,2,1,3400000,20900,9,4.3,3
Cumbres del Lago,128.3,3,3,1,5599000,33200,5,4.7,2
Juriquilla,122.0,3,2,1,4198000,23500,5,2.6,2
Zibatá,99.1,2,2,1,3754000,23400,2,2.5,1
Cumbres del Lago,119.7,4,3,2,4140000,23500,5,2.0,2
Corregidora,75.8,2,2,2,2163000,13500,5,4.1,3
Zibatá,155.1,2,2,3,5905000,28300,2,2.7,1
Juriquilla,105.9,3,2,1,3904000,18500,6,2.6,2
Cumbres del Lago,129.1,3,3,1,5827000,36900,6,3.9,2
Cumbres del Lago,145.1,3,3,1,4865000,26600,1,3.0,2
El Refugio,121.3,3,2,1,3932000,20800,2,5.3,3
Juriquilla,129.6,3,2,1,3115000,16300,6,2.8,2
Cumbres del Lago,122.2,3,3,2,4666000,22900,2,2.1,2
Zibatá,157.3,2,2,1,3931000,19300,6,3.8,1
El Refugio,136.4,3,2,1,2953000,17400,8,3.2,3
Juriquilla,136.5,2,2,2,5483000,33600,5,2.8,2
Corregidora,83.0,2,2,1,1791000,8400,8,4.6,3
Zibatá,116.3,2,2,2,3653000,19300,0,2.1,1
Juriquilla,146.7,2,2,2,4413000,24300,7,2.7,2
Cumbres del Lago,100.7,4,3,2,4724000,28200,3,2.8,2
Corregidora,161.9,2,2,3,4698000,23100,15,3.0,3
Jurica,108.6,3,3,2,5013000,30800,5,5.8,2
El Refugio,70.0,2,2,2,1660000,10500,4,3.8,3
Centro,107.2,1,1,1,2080000,13300,24,7.3,4
